iter	Logloss
190	0.5042040192
191	0.5041015542
192	0.504005594
193	0.5039452216
194	0.5038856264
195	0.5038849109
196	0.503729991
197	0.5036765896
198	0.5035975524
199	0.5035397958
200	0.5034242257
201	0.5033273697
202	0.5032481435
203	0.5031523837
204	0.5030809351
205	0.5030194015
206	0.5029646304
207	0.5028716036
208	0.5027402839
209	0.5026443529
210	0.5025699318
211	0.502491312
212	0.5023992774
213	0.5022765763
214	0.5021842982
215	0.5021259363
216	0.502010046
217	0.5018990511
218	0.50184669
219	0.5017900182
220	0.5016929833
221	0.5016024726
222	0.501529439
223	0.5013980561
224	0.5013102426
225	0.5011926102
226	0.5010867415
227	0.5010343832
228	0.5010031596
229	0.5009288286
230	0.5008455925
231	0.5007351489
232	0.5006509755
233	0.5005494764
234	0.5004939206
235	0.5004069421
236	0.5003455351
237	0.5002772386
238	0.5002203426
239	0.5001349716
240	0.5000608557
241	0.4999680944
242	0.4998861341
243	0.4997827262
244	0.4996946533
245	0.4996209263
246	0.499539841
247	0.4994559338
248	0.4993445549
249	0.4992709359
250	0.4991409603
251	0.4990296449
252	0.4989064129
253	0.4987607224
254	0.4986741757
255	0.498602846
256	0.4985108605
257	0.4984615741
258	0.4983811942
259	0.4983187194
260	0.4982635574
261	0.4981791041
262	0.498085787
263	0.4979971071
264	0.4979258618
265	0.4978349491
266	0.4977568594
267	0.4976826269
268	0.4975855534
269	0.4975344775
270	0.4974390382
271	0.4973535896
272	0.4971103285
273	0.4970518255
274	0.4969411194
275	0.496903002
276	0.4968545406
277	0.4967384248
278	0.4966756147
279	0.4965710748
280	0.4964855417
281	0.4964047138
282	0.4963096921
283	0.4961990743
284	0.496129649
285	0.4960621248
286	0.4959477631
287	0.4958828544
288	0.4958043887
289	0.4957300822
290	0.4956828321
291	0.4955732481
292	0.4954881609
293	0.4954317152
294	0.4953749672
295	0.4952779823
296	0.4952212184
297	0.4951600229
298	0.4950500019
299	0.494985037
300	0.4949102278
301	0.4948038124
302	0.4947262908
303	0.4946656673
304	0.4945482355
305	0.4944777062
306	0.4943969629
307	0.4943214819
308	0.4942340305
309	0.494116297
310	0.4940098408
311	0.4939075448
312	0.4938334906
313	0.4937668196
314	0.4936688391
315	0.4935885754
316	0.4935205752
317	0.4934002534
318	0.4933426007
319	0.4932623175
320	0.4931601367
321	0.4930823757
322	0.4930024752
323	0.4929176558
324	0.4928483845
325	0.4927664557
326	0.492698018
327	0.4926297459
328	0.4925518709
329	0.4924673146
330	0.4923965679
331	0.4923143015
332	0.4922461249
333	0.4921764961
334	0.4920943548
335	0.4919892898
336	0.4919290296
337	0.4918363284
338	0.4917608636
339	0.4917009017
340	0.4915856941
341	0.4914875167
342	0.4914011355
343	0.4912998554
344	0.4912393252
345	0.4911528621
346	0.4910491482
347	0.4909580053
348	0.4908912632
349	0.4908418054
350	0.4907413888
351	0.4906591554
352	0.4905694241
353	0.4904961417
354	0.490425019
355	0.4903560773
356	0.4903001133
357	0.4902443188
358	0.4901504744
359	0.490081894
360	0.4900206373
361	0.4899768633
362	0.4899194268
363	0.4898593023
364	0.489775475
365	0.48971051
366	0.4896379418
367	0.4895193729
368	0.4894343724
369	0.4893808649
370	0.4893075267
371	0.4891835097
372	0.489104902
373	0.4890366939
374	0.488948304
375	0.4889006063
376	0.4888405349
377	0.4887527329
378	0.4886408145
379	0.4885978236
380	0.4884846023
381	0.4883921089
382	0.488303132
383	0.4882410307
384	0.4881660246
385	0.4881159027
386	0.4880106769
387	0.4879170741
388	0.4878325007
389	0.4877372171
390	0.4876507425
391	0.4875653519
392	0.4874875111
393	0.4874098638
394	0.487321134
395	0.4872549682
396	0.4872027718
397	0.4871121268
398	0.4870488483
399	0.4869824065
400	0.4869055083
401	0.4868367715
402	0.4867557772
403	0.486693359
404	0.4866260279
405	0.4865745281
406	0.4864599785
407	0.4863682991
408	0.4863067954
409	0.4862432645
410	0.4861881838
411	0.4861300508
412	0.4860385333
413	0.4859819957
414	0.4859186762
415	0.4858657058
416	0.4858015272
417	0.4857369377
418	0.485660904
419	0.4855632357
420	0.4854967487
421	0.4854327152
422	0.4853544711
423	0.4853011342
424	0.4852338666
425	0.4851741996
426	0.4851107561
427	0.4850641879
428	0.4850156179
429	0.4849346914
430	0.4848441889
431	0.484743342
432	0.4846475696
433	0.4845473339
434	0.4844918415
435	0.4844182953
436	0.4843342431
437	0.4842698147
438	0.4842284663
439	0.4841571846
440	0.4840665961
441	0.4840053837
442	0.4839387992
443	0.4838674291
444	0.4837984984
445	0.4837258304
446	0.483630733
447	0.4835555552
448	0.4834737656
449	0.4834222963
450	0.4833593192
451	0.4832625899
452	0.483209137
453	0.4831540765
454	0.4830963256
455	0.483030751
456	0.4829695988
457	0.4828593486
458	0.4827521117
459	0.4826638356
460	0.482613587
461	0.4825513435
462	0.4824256129
463	0.4823650636
464	0.482267437
465	0.4820557415
466	0.4819883142
467	0.4819330543
468	0.4818847527
469	0.4818159967
470	0.4817322216
471	0.4816781954
472	0.4816074397
473	0.4815447558
474	0.4814436219
475	0.4813684038
476	0.4812884974
477	0.48121961
478	0.481146909
479	0.4810948053
480	0.4810261266
481	0.4809328545
482	0.4808440669
483	0.480775424
484	0.4806986103
485	0.4806210152
486	0.4805510415
487	0.4804840216
488	0.480398243
489	0.4803093513
490	0.4802460792
491	0.4801608611
492	0.4801006378
493	0.4800711994
494	0.4799894669
495	0.4798759639
496	0.4797942273
497	0.479700452
498	0.4796084068
499	0.4795482825
500	0.4794831297
501	0.4794105551
502	0.4793454836
503	0.479260868
504	0.4791511749
505	0.4789607691
506	0.4788927502
507	0.478829858
508	0.478768879
509	0.4786954226
510	0.4786664278
511	0.4785632773
512	0.4784697051
513	0.4783654106
514	0.4782984037
515	0.4782097465
516	0.4781414276
517	0.4780809128
518	0.4780343314
519	0.4779784781
520	0.4778748509
521	0.4777937936
522	0.4777108771
523	0.4776408729
524	0.4775845124
525	0.4775230939
526	0.477481501
527	0.4774301106
528	0.4773765322
529	0.4772030745
530	0.4771036324
531	0.4770338437
532	0.476966518
533	0.4769063832
534	0.4768360304
535	0.4767601738
536	0.4766857136
537	0.4766176644
538	0.4765465519
539	0.476480141
540	0.4764155646
541	0.4763706214
542	0.4763098019
543	0.4762166024
544	0.4761226788
545	0.4760533932
546	0.4759801719
547	0.4759192714
548	0.4758650389
549	0.4757954547
550	0.4757363649
551	0.4756604435
552	0.4755780534
553	0.4755206191
554	0.4754357033
555	0.4753762852
556	0.4753163557
557	0.4752369328
558	0.4751713692
559	0.4751222606
560	0.4750596031
561	0.4749936008
562	0.4749451485
563	0.4748694438
564	0.474814186
565	0.4747616869
566	0.4746953336
567	0.4746252147
568	0.4745596906
569	0.4744682177
570	0.47439354
571	0.4743412191
572	0.4743052981
573	0.4742581581
574	0.4741965911
575	0.4741269913
576	0.4740450644
577	0.473999453
578	0.4739304035
579	0.4738751495
580	0.4738205741
581	0.4737077798
582	0.4736524393
583	0.4735873049
584	0.4734890556
585	0.4734410312
586	0.4734045174
587	0.4733430686
588	0.4732511318
589	0.4731928557
590	0.4731434153
591	0.4730612067
592	0.4729848984
593	0.4729177339
594	0.4728233217
595	0.4727386054
596	0.4726474336
597	0.472555999
598	0.4725133046
599	0.4724099926
600	0.4723445405
601	0.4722769744
602	0.472223468
603	0.4721513743
604	0.4720727859
605	0.4720094644
606	0.4719568054
607	0.4718895282
608	0.4718383773
609	0.4717962376
610	0.4717231061
611	0.4716642102
612	0.4715958716
613	0.4715461246
614	0.4714999211
615	0.4714416842
616	0.4713863765
617	0.4713273887
618	0.4712432447
619	0.4711954789
620	0.4711415892
621	0.4710792007
622	0.4710180877
623	0.4709557153
624	0.4708956065
625	0.4708529335
626	0.4707706364
627	0.4707174793
628	0.4706311411
629	0.4705508795
630	0.4704933223
631	0.470427416
632	0.470359583
633	0.4703057688
634	0.4702444887
635	0.4701848396
636	0.470115737
637	0.4700717373
638	0.4699954258
639	0.4699594161
640	0.4699116966
641	0.4698356396
642	0.4697462453
643	0.4697058236
644	0.4696618402
645	0.4695905628
646	0.4695237699
647	0.4694924419
648	0.4694639765
649	0.4693625307
650	0.4692740883
651	0.4692270323
652	0.4691648995
653	0.4691077961
654	0.4690630987
655	0.4689994978
656	0.4689195547
657	0.4688747139
658	0.4687788403
659	0.4687023076
660	0.4686552887
661	0.468568111
662	0.4685147275
663	0.4684587395
664	0.4684083824
665	0.4683337535
666	0.4682837986
667	0.4682382566
668	0.468172865
669	0.4681216114
670	0.4680654576
671	0.4680223897
672	0.4679409178
673	0.467868756
674	0.467802938
675	0.4677525626
676	0.4676951044
677	0.4676035087
678	0.4675299081
679	0.4674862235
680	0.4674002259
681	0.4673341018
682	0.4672853135
683	0.467200364
684	0.4671725393
685	0.4671133451
686	0.4670504792
687	0.4670068032
688	0.4669401224
689	0.4668750262
690	0.4668291125
691	0.4667685642
692	0.4667109616
693	0.4666499948
694	0.4665877493
695	0.4665465166
696	0.4664764421
697	0.4664246967
698	0.4663859045
699	0.4663315955
700	0.4662832727
701	0.4662126161
702	0.4661640345
703	0.4661128117
704	0.466060953
705	0.4660014679
706	0.4659495883
707	0.4658957374
708	0.4658285692
709	0.4657849527
710	0.4657225583
711	0.4656747135
712	0.4656186871
713	0.465571071
714	0.4654887069
715	0.465427495
716	0.4653605744
717	0.465298588
718	0.4652140273
719	0.4651466667
720	0.4650681885
721	0.4650052216
722	0.4649548789
723	0.464886656
724	0.4648541713
725	0.4648122627
726	0.4647632121
727	0.4646914623
728	0.4646502221
729	0.4645947873
730	0.4645373355
731	0.4644788798
732	0.4644170706
733	0.4643518172
734	0.4643027734
735	0.4642335533
736	0.4641700169
737	0.4640936325
738	0.4640324192
739	0.4639708356
740	0.4639333085
741	0.4638713945
742	0.4638176711
743	0.4637618805
744	0.463653058
745	0.4636045764
746	0.4634998875
747	0.4632979139
748	0.4632473363
749	0.4631868099
750	0.4630858672
751	0.4630109125
752	0.462926737
753	0.4628522173
754	0.4628229243
755	0.4627643658
756	0.462698778
757	0.462646883
758	0.4625917704
759	0.4625111892
760	0.4624761948
761	0.4624430768
762	0.4623762873
763	0.4623281343
764	0.4622871957
765	0.4622075259
766	0.4621501175
767	0.4621024705
768	0.4620642805
769	0.461968482
770	0.4618906754
771	0.4618321892
772	0.4617975414
773	0.4617550473
774	0.4616924451
775	0.4616389595
776	0.4615828281
777	0.4615334344
778	0.4614701863
779	0.4614138288
780	0.4613312282
781	0.4612857563
782	0.4612079305
783	0.4611596453
784	0.4611117738
785	0.4610594047
786	0.4609831799
787	0.4609141685
788	0.4608592856
789	0.4607920416
790	0.4607190832
791	0.460669031
792	0.4605770145
793	0.4605505916
794	0.4604843185
795	0.4604043794
796	0.4603510079
797	0.4603165451
798	0.4602342851
799	0.4601818992
800	0.4601277916
801	0.4600784829
802	0.4600205123
803	0.4599655198
804	0.4598768961
805	0.4598136777
806	0.4597787373
807	0.459715062
808	0.4596766708
809	0.4596308025
810	0.459573808
811	0.4595328393
812	0.4594590978
813	0.4594024228
814	0.4593221179
815	0.459226709
816	0.4591635425
817	0.4591193276
818	0.4590650574
819	0.4590000253
820	0.4589511772
821	0.4588813667
822	0.4588281097
823	0.4587668618
824	0.4587334909
825	0.4586541851
826	0.4586023282
827	0.4585095348
828	0.4584448324
829	0.4583887057
830	0.4583183123
831	0.4582624503
832	0.4582332505
833	0.4581988457
834	0.458121088
835	0.4580629851
836	0.4580202157
837	0.4579512556
838	0.457899432
839	0.4578332402
840	0.4577873891
841	0.4577366972
842	0.4576544238
843	0.4575748915
844	0.4575324369
845	0.4574761446
846	0.457403744
847	0.4573363454
848	0.4572870265
849	0.4572232885
850	0.4571539591
851	0.4569518442
852	0.4568887415
853	0.456829062
854	0.45677544
855	0.4567156383
856	0.4566621531
857	0.4566159803
858	0.4565639264
859	0.4565110141
860	0.4564634663
861	0.456410145
862	0.4563723239
863	0.4563236618
864	0.4562650836
865	0.4562200554
866	0.456087679
867	0.456029764
868	0.4559615905
869	0.4559092998
870	0.455866505
871	0.4558121664
872	0.4557676664
873	0.4557268321
874	0.4556839077
875	0.4556165498
876	0.4555625964
877	0.4554815776
878	0.4554337266
879	0.4553697486
880	0.4553228731
881	0.4552731539
882	0.4551883494
883	0.4551307725
884	0.4551031283
885	0.4550690152
886	0.4550053003
887	0.4549227935
888	0.4548647447
889	0.4548075696
890	0.4547284363
891	0.4546749687
892	0.4546096013
893	0.454535822
894	0.4544717077
895	0.4544494104
896	0.4544003927
897	0.4543759368
898	0.4543283496
899	0.4542888111
900	0.4542280885
901	0.4541660102
902	0.4541191619
903	0.454076417
904	0.4540433721
905	0.4539965829
906	0.4539300101
907	0.4538788272
908	0.4538240729
909	0.4537937334
910	0.4537515675
911	0.4536869921
912	0.453638314
913	0.4535855595
914	0.4535358348
915	0.453502725
916	0.4534337482
917	0.4533747211
918	0.4533253763
919	0.45327475
920	0.4532189573
921	0.4531645395
922	0.4531370902
923	0.4530990158
924	0.4530593228
925	0.4530268583
926	0.4529831255
927	0.4529279631
928	0.4528969655
929	0.4528443012
930	0.4528104615
931	0.4527370241
932	0.4526731129
933	0.4526248239
934	0.4525771382
935	0.452534664
936	0.4524601915
937	0.4523896156
938	0.4523292154
939	0.4522869734
940	0.452226181
941	0.452139182
942	0.4520739652
943	0.4520258564
944	0.4519447073
945	0.4518862377
946	0.4518127102
947	0.4517460014
948	0.4516624386
949	0.4516161568
950	0.4515419565
951	0.4514743677
952	0.4514287348
953	0.4513965099
954	0.4513385158
955	0.4512735022
956	0.4512015661
957	0.4511395518
958	0.4511025181
959	0.4510363902
960	0.4509715673
961	0.450824758
962	0.4507767142
963	0.4507114362
964	0.4506700555
965	0.4505981779
966	0.4505375079
967	0.4504791004
968	0.4504171482
969	0.450331927
970	0.4502805372
971	0.4502390226
972	0.4501922104
973	0.4501250359
974	0.4500951325
975	0.4500318633
976	0.4499488661
977	0.4499150946
978	0.4498799726
979	0.449834052
980	0.449764412
981	0.449718178
982	0.4496634977
983	0.4495683869
984	0.449486472
985	0.4494399544
986	0.449408587
987	0.4493461455
988	0.4492870604
989	0.4492509904
990	0.4491970053
991	0.4491218924
992	0.4490469992
993	0.4489696812
994	0.4489194971
995	0.4488808658
996	0.4488172385
997	0.4487823291
998	0.4487118848
999	0.4486719375
